autor,titlu,strofa,text,nr_versuri
Ana Blandiana,Și în oglindă,1,"Și în oglindă sunt valuri,
Și apa ei se supune
Fluxului zilelor bune
Suindu-și iluzia-ntre maluri
De criză, de plâns, de-ntrebări,
Ca să descrească din nou
Cu undele silnicei mări
Zbătute-ntr-o coajă de ou
Din care se nasc și o sparg
Mutându-se-n alt ou mai mare,
Purtând clătinat un catarg
Frânt de oglinzi mișcătoare",12
Ana Blandiana,Trup,1,"Doar aureolă
În jurul cuvântului -
O aureolă palpabilă, desigur,
Și chiar voluptuoasă,
Dar nu mai puțin inconsistentă,
Nu mai puțin trecătoare;
O aureolă care poate fi biciuită,
Flămânzită, siluită, ucisă
Sau care poate muri pur și simplu
Stingându-se de la sine
După ce și-a făcut datoria,
După ce a luminat ca un semn,",12
Ana Blandiana,Arhitectură-n mișcare,1,"Cine și ce ar putea să oprească vreodată
Această arhitectură-n mișcare
Mereu renăscând și murind,
Această mănăstire ce vine spre mine
Se-apropie, se umflă, și crește, și iată,
Cu bolți și cupole de spumă
Ca niște scufe coroane-atârnând,
Se-aruncă în aer, se-mprăștie lent, se prăvale,
Se destramă-ntr-un nor de meduze, și alge, și crabi,
Și se scurge-n pământ?
Cine-ar putea să încremenească odată
Mișcarea aceasta prea vie pentru a nu mai muri",12
Ana Blandiana,Treceri,1,"La un capăt și la altul al somnului
Mă simt în pericol,
La trecerile acelea nesigure
Și prost încopciate între vieți,
Bărci abia apropiate să înjghebe un pod
Peste râul învolburat
Și gata să le despartă;
Adorm încet și cu grijă
Să nu calc cumva în moarte
Și mi-e frică mai ales de momentul trezirii
Când aș putea să alunec
Într-o viață străină,",12
Ana Blandiana,Am dreptul,2,"Pot să mă-ntorc
În moarte printre ei
Și să le spun
Că n-am lăsat în locul meu pe nimeni?
O, da,
Cum aș putea să mulțumesc
În alt fel
Pentru liniștea care m-așteaptă
Decât ducându-le definitiva liniște,
Decât spunându-le: S-a terminat,
Părinți și veghetori ai mei,
Nimic nu vă mai leagă",12
Ana Blandiana,Somnul,1,"Ce răzbunare!
Ultimul dintre sclavi,
Căruia nu i-a trecut niciodată prin minte
Cum ar fi liber
Și care începe să tremure
Numai la gândul
C-ar putea face
Cel mai neînsemnat gest de revoltă,
Evadează
Prin simpla plecare a genelor,
Scapă oricărui control,
Fuge,",12
Ana Blandiana,Viermi călători,1,"Viermi călători, înaripați, pe roate,
Viermi cărora li s-a repartizat
Un cimitir mai nou
Și mai modern;
Valuri de viermi,
Cadavre vechi mutate
În mai ambigua eternitate
A unui secularizat infern;
Valuri de viermi
Migrând în cripte noi,
Viermi călători
Spre ziua de apoi,",12
Ana Blandiana,Umbra,1,"Cine merge înainte
Și nu întoarce capul
S-a părăsit pe sine în urmă;
Cine aleargă
De spaimă o face
Să nu fie ajuns
De el însuși;
Cine nu-și spune țelul
Se teme
Să nu se găsească
Pe sine acolo,
Ca și cum umbra",12
Ana Blandiana,Tu treci,2,"Tu treci prin ceață:
Clar și-nalt, un duh
Ordonator de sensuri,
Scoțând din moarte lumi
Ce tremură uimite
Pe când ușor le-ndrumi
Ținându-le de umeri
Să nu le fie frică;
Tu treci prin ceață
Și-ochiul tău despică
Logice pârtii-n
Haosul de veci:",12
Ana Blandiana,Avram iancu,3,"Ar fi destul îndemnul din fluier să-și suspine
Și-ar încolți pământul scârbit războinici grei,
Dar el e încoifat c-un roi somnos de-albine
Și-armate are-n turme picotitorii mei;
Dar struguri dulci se-mbată și ațipesc în vie,
Dar norii-adorm pe ceruri și undele pe lac,
Dar grânele se culcă și se sfârșesc în glie,
Sub greutatea florilor de mac;
Dar dorm în albii râuri și frunzele-n păduri,
O țară-ntreagă transhumată-n vis,
Pe când măritu-i rege cu ochi deschiși și suri,
Dormind înaintează cântând din fluier stins.",12
Ana Blandiana,Armura,1,"Trupul meu
Nu-i decât armura
Pe care un arhanghel
Și-a ales-o să treacă prin lume
Și, astfel travestit,
Cu aripile împachetate
Înlăuntru,
Cu viziera zâmbetului
Coborâtă etanș peste față,
Pătrunde în iureșul luptei,
Se lasă-acostat cu măscări,
Împroșcat cu priviri,",12
Ana Blandiana,Pe nevăzute,1,"Pe nevăzute,
Așa cum întinzi mâna
Să numeri ouăle din cuib,
Abia atingându-le
Cu emoție și spaimă
În fața misterului etanș
Dinăuntru
(Ouă pe care pasărea
Va refuza să le mai clocească
Socotindu-le impure),
Pe nevăzute
Mâna lui se-ntinde-n somn",12
Ana Blandiana,Soare al insomniei,1,"Soare al insomniei,
Alb metal topit,
Insuportabil retinei,
Străbătând prin pleoapă,
Nesomn orbitor,
Privire fără nici o speranță de umbră
Ținându-mă suspendată
Sus, deasupra tuturor simțurilor,
Deasupra întunericului dulce,
Promiscuu, de iad,
În cea mai nemiloasă și indecentă
Lumină",12
Ana Blandiana,Pleoape,1,"Mereu tresărind în tăcerea afundă,
Zbătute, muncite,
Frunze de plop,
Milioane de pleoape
Obosite
S-ascundă
Ochiul cel singur
Înlăcrimat și miop,
Pe care-l simțim între spete
Cum pătrunde arzând
Când pleoapele plopului
Sunt duse de vânt.",12
Ana Blandiana,Plâns care se ascultă singur,1,"Plâns care se ascultă singur,
Zăpadă amară
Topită în praf și polen,
Moartă pe umerii paznicului
Îmbătrânit de somnul pe lumină,
Zăpadă amară și firavă,
Biată zăpadă
Frig nedecis și-ndurător
Păstrându-mi insomnia fragedă
Și spaimele moi,
Zăpadă prevestind a noapte
Mult mai adâncă decât",12
Ana Blandiana,Penel,1,"Iarna crengile scriu
Poezii japoneze
Cu penel fumuriu
Pe mătasea zăpezii,
Ca și cum s-ar feri
Să-nțeleg, ca și cum
În zadar și deși
Plânsem toți și șezum
Sub aceiași copaci
Ai aceluiași veac -
Îngeri muți și stângaci
Mă învață să tac",12
Ana Blandiana,Poem,1,"Cine și ce să viseze
În timpul crescut peste noi -
Nămeți grei de somn
Prin care cu gesturi viteze
Și lente se mișcă
Lunateci eroi?
Să nu strigi,
Trezirea-i ucide,
Ajunge să plângi
Și să-i vezi -
Ale încănemorții
Atât de timide",12
Ana Blandiana,Printre frunzele aproape reci,1,"Când printre frunzele aproape reci
Te duc de mână și-ți fac semn să taci
Să nu trezești în cuiburi puii infirmi
Părăsiți de stolurile pornite spre sud,
Când pădurea se face luminoasă
Și se poate vedea
Cu o sfâșietoare claritate
Cerul de la marginea copacilor,
Când fiarele dezvelite
De zborul frunzișului
Foșnesc și își schimbă culoarea,
Suntem legați unul de altul",12
Ana Blandiana,Ca și cum luna,2,"O amenințare poate
Sau poate un sfat,
Ceva important mi se transmitea,
Cuvintele străluceau și țipau
Pe câmpul pustiu
Ca păunii -
Trebuia să răspund,
Întunericul își ținea respirația,
Palidă, zăpada aștepta,
Cu toții credeau
Că eu știu
Limba moartă a lunii...",12
Ana Blandiana,Aripi,1,"Bisericile n-au acoperișuri,
Ci aripi zgribulite pe trup
De șindrilă,
Pe care va veni o vreme
Să și le deschidă
Și să se înalțe
Încet, ca în silă,
Ducându-și făpturile
De aur și fum
În văzduh tot mai sus,
Zburând cu vuiet mare, precum
Un stol de păsări grele",12
Ana Blandiana,Cine dintre noi,3,"De mult, îmi amintesc,
Eram doi,
Țin minte cum ne țineam de mână...
Cine-a fost înfrânt dintre noi?
Cine-a putut să rămână?
Singurul trup este al tău
Sau al meu?
Și mi-e atât de dor
De cine?
Numai tăcând,
Cu ochii-nchiși, cu dinții strânși,
Mai pot să te distrug",12
Ana Blandiana,"Respir, respir",2,"Se-ntâmplă ca în vis - respir, respir,
Bolta de sticlă groasă dă să crape
Când sângele luceferilor înghețat
Se umflă-n ea și nu îl mai încape;
Și-atunci lumina scârțâie prelung,
Ca un pietriș sub botul unei sape,
Și pașii tăi îndepărtându-se răsună
Cu dangăt surd de clopote sub ape
Înaintând atât de transparente
Că nu se văd - aproape, mai aproape;
Se-ntâmplă ca în vis - respir, respir
Cleștarul care vine să mă-ngroape.",12
Ana Blandiana,Trecere,2,"Aha!
Plante cu gheare și aripi încearcă
Să-și salveze semințele învățate să treacă
Dintr-o lege într-alta,
Zbor
Lung de nori prin pământ,
Clorofilă cu puls,
Pești pe ramuri cântând
Și suspansul mașinii cu pâine
La un capăt de-ogor;
Intertimp,
Regn de trecere,",12
Ana Blandiana,Sunete de pământ,2,"Nu.
Umilință de animal
În care fiecare celulă îmi cere să țip
Și eu nu știu
Cu răgetul cui
Să înspăimânt,
Umilință a nimănui,
Animal de pustiu
Fără chip,
Cu limba tăiată,
Scoțând
Numai sunete de pământ.",12
Ana Blandiana,Am dreptul,1,"Am dreptul oare să închei
Șirul pornit de la facerea lumii,
Sau poate mult mai dinainte,
Din Dumnezeul-amoebă
Rupt în două,
Lucit prin pești, zburat prin păsări
Ca să ajungă la străbunii mei?
Am dreptul să răspund deodată
Nu
Lungului șir de suferinți prin care
Am fost ucisă din părinte în părinte
Până la mine?",12
Ana Blandiana,Exasperarea,1,"Exasperarea de-a curge
Spre nimic și spre nimeni,
Cum curge sângele din rană,
Am învățat-o-n lungi istorii
Domesticite de neant,
Acolo unde munții lumii
Se bat în capete și râuri
De lapte și de miere pier
Zadarnic și exorbitant;
Exasperarea de-a crede
Că-i ridicol și chin
Să zgârii veșnicia cu tranșee,",12
Ana Blandiana,Fruntea mea,1,"Fruntea mea e o piatră
Peste care trec și se-ntorc
Valurile fluxului și ale refluxului,
O spală și o tocesc,
O sculptează,
O fac nisip,
Se scurg printre firele lui
Tot mai fine,
Tot mai fără chip,
La dus și la-ntors
Sub razele lunii
Coborâte în bernă",12
Ana Blandiana,Fără nume,1,"Destin rostit de-o ursitoare
Întârziată, jignită,
Urându-ne pentru
Darurile prea multe
Pe care ni le-au dat celelalte;
Constructor
Al infernului nostru particular
În care zilele și nopțile
Se anulează între ele la nesfârșit
Și nu obosesc,
Și nu se dau bătute,
Încât nici mănăstirea,",12
Ana Blandiana,Fără nume,2,"Nici ruina ei
Nu se pot încheia vreodată;
Arhitect de valuri
Înălțate mereu
Și mereu năruindu-se
Ca s-o poată lua de la capăt;
Meșter mare
Întrecându-i pe ceilalți
Nu prin știința,
Ci prin exasperarea de a zidi;
Zburător cu aripi de șindrilă
De două ori victimă",12
Ana Blandiana,Eleusis,1,"Totul se termină cu spicul de grâu
Arătat mulțimii pe treptele templului
Tăinuitor de orgii.
Oh, puteam să ne rostogolim
Pe lespezile reci lovite de trupurile
Încă vii, încă vii,
Încleștate de dorință și ură pe rând,
Iubind sau luptând,
Aceeași zbatere fără frâu
Care cere mai mult decât speră,
Când cine nu știe
Că totul se termină cu spicul de grâu...",12
Ana Blandiana,Elegie de dimineață,3,"Orice fulg l-am gândit, cântărit, încercat,
Modelat, lustruit cu privirea,
Și acum cad de somn și de oboseală am febră.
Vă privesc semănând praful focului mort
Peste alba mea operă și zâmbind vă destănui -
Or să vină ninsori mult mai mari după mine
Și tot albul din lume va ninge pe voi,
Încercați să pricepeți legea lui de pe-acuma,
Or să vină uriașe ninsori după noi,
Și nu veți avea destulă cenușă,
Și copiii de mici învăța-vor să ningă,
Și-o să-acopere albul slaba voastră tăgadă,",12
Ana Blandiana,Eu cred,1,"Eu cred că suntem un popor vegetal,
De unde altfel liniștea
În care așteptăm desfrunzirea?
De unde curajul
De-a ne da drumul pe toboganul somnului
Până aproape de moarte,
Cu siguranța
Că vom mai fi în stare să ne naștem
Din nou?
Eu cred că suntem un popor vegetal -
Cine-a văzut vreodată
Un copac revoltându-se?",12
Ana Blandiana,De ce nu m-aș întoarce printre pomi?,1,"De ce nu m-aș întoarce printre pomi,
Printre arborii chirciți de vântul fierbinte,
Printre stolurile de frunze
Care țipă ca păsările,
Printre frunzele aproape nebune,
Amestecate în hoardele pescărușilor
Și pornite la pradă,
De ce nu m-aș întoarce
Pe plaja răscolită de vânt
Printre icre uscate și putrede alge
Unde mă pot rostogoli plângând -
Frunzelor, păsărilor, peștilor,",12
Ana Blandiana,Din când în când,1,"Mi-e dor din când în când de voi
Ca unei păsări de pământ.
Când obosesc de prea mult zbor,
Când carnea mi se trage-n gânduri
Și simt că sui înspre înalt
Doar amintirea unui trup,
Vin să mă odihnesc acasă
Și să mă nasc puțin din nou,
Mă prăbușesc aproape-nfrânt,
Cobor epuizat spre oameni,
Cum păsări mari din când în când
Se-ntorc să doarmă pe pământ.",12
Ana Blandiana,De ce,1,"De ce visează fructele alcooluri,
Și ierbile miresme iuți și tari,
Într-o lumină-atât de blândă
Că te îndeamnă să dispari?
De ce se pregătesc să se salveze,
Congestionați nedemn pe cer, cocorii,
Când poți s-aștepți cu-atâta pace
Să te destrami ușor, ca norii?
De ce se-nchid albinele în stupi
Și în semințe florile prevăzătoare,
Când toamna e atât de bună
Și ne învață cum se moare?",12
Ana Blandiana,Din apă ieșeau trupuri albe de plopi,2,"Pășeam desculți și limpezi,
Îmi simțeam
Degetele adormite-n mâna ta,
Era atâta dragoste pe ape
Că nu ne puteam scufunda,
Era atâta liniște că timpul
Nu îndrăznea să spună vreo secundă,
Cerul nu rostea nici un nor,
Apa nu-ngăima nici o undă,
Doar tălpile goale
Călcând în lumină de lună
Scoteau un sunet ușor.",12
Ana Blandiana,Definiție,1,"Casă împletită din ramuri de salcie
Și cioplită apoi ca Adam din pământ,
Casă acoperită c-o orgă de papură
Gata să curgă în cânt;
Casă spălată de rouă și ștearsă de soare,
Casă-nvelită, ca un zeu mic, într-un nor
Și care asemenea mării se trage spre lună
Din noaptea cu greieri și cu pridvor;
Casă apărată de pomi și de vițe cu struguri
Și vegheată de albine, de licurici, de lăstuni,
Pe care se cațără vitejește dovlecii
Și se-ncaieră crengi încărcate de pruni;",12
Ana Blandiana,Dorința,1,"Să fie o dimineață copilăroasă și moale
Prin care, trecând, lumina să scoată
Foșnet de frunză uscată;
Să miroase-n odaie
A creioane ascuțite prelung
Și-a hârtie neîncepută;
Din gânduri, din dragoste
Sau numai din somn trezindu-mă
Bucuroasă, buimacă
Să trag pe mine o haină,
Să ies năucită în stradă
Cu picioarele goale-n pantofi",12
Ana Blandiana,Acoperită de rouă,1,"Acoperită de rouă,
Țară a frunzelor fragede,
Câte milenii încă
Nu vei obosi să te naști?
Leagăn de nenorocire
Atât de frumos încât nimeni
Nu are timp să renunțe
La verdele tău cimitir,
Țărână bogată în sare
Depusă din lacrimi pe care
Albii de râuri le duc
Și le umplu cu pești,",12
Ana Blandiana,Duminecă,2,"Ci-nvinse de-omizi
Născute din dragostea
Prevăzătoare
A meschinilor fluturi
Extravaganți și nebuni?
Crezi că nu știu
Că victorioasa întoarcere
A lăstunilor
Nu-i decât rezultatul
Alegerii crude
A celor puternici și răi
Dintre cei slabi și buni?",12
Ana Blandiana,Duminecă,1,"Crezi că nu știu
Că în dosul
Acestui mirific incendiu
Al pădurii căzute în roșu
Nu e decât timpul
Laș care trece
Mascându-și plecarea
Cu spectaculoase și ipocrite minuni?
Crezi că nu știu
Că gutuile
Nu cad sub regala
Lor greutate,",12
Ana Blandiana,Impudice fructe,1,"Impudice fructe crăpate,
Arătându-și sâmburul gol,
Înalță-n văzduhul pierdut
Aburi mirați de alcool;
Miros vegetal de iubire
Sub soarele picotitor
În care plante de aur
Răsar, dorm o vară și mor;
Lene fierbinte și-adâncă,
Unde se-opresc și albinele,
Lumină atât de puternică,
Încât stinge răul și binele",12
Ana Blandiana,Iată,1,"Iată, mă spăl într-un râu de secunde
Și mă șterg cu un ștergar de ore curat,
Și pletele mele de ani
Mi le pieptăn într-o oglindă de timp,
Și firul ierbii e un ano-timp verde,
Și firul fânului, unul uscat,
Și cerul, o vreme care
Din lipsă de graniți se pierde;
Căci timpul nu e miez niciodată,
Ci numai început și sfârșit -
Până n-ai murit
Moartea e și ea durată,",12
Ana Blandiana,Joc,3,"Hai să facem schimb,
Să vezi și tu cum e -
Tu îmi dai un nimb,
Eu îți dau un nume;
Iar dacă ne-ntreabă
Care-or fi din două -
Ploaia-n nori e iarbă,
Iarba-n ceruri plouă;
De ne ispitește
Care-i adevărul -
Ploaia-n nouri crește,
Iarba spală cerul.",12
Ana Blandiana,Joc,2,"Uite, iarba țese
Pământul de nori.
M-am gândit adese-
Ori, adeseori:
De la voi se vede
Iarba ca o ploaie
Care curge verde
Peste cer și-l moaie,
Iar ploaia o fi
Pe-a norilor cale
O iarbă mai gri
Sub tălpile tale.",12
Ana Blandiana,Lună plină,1,"Vino, lună, și ne desprinde din somn,
Aruncă-ți în apele noastre năvodul
Și trage-ne-afară,
Deșeartă-ne
În insomnia văzduhului!
S-ar putea să nu rezistăm,
De-atâta somn plămânii să fi trecut în branhii,
Dar,
Cu orice risc, trezește-ne
Și lasă-ne, liberi și singuri, pe mare:
Să înaintăm încet,
Cu infinită prudență,",12
Ana Blandiana,Dacă,3,"Dacă aș fi fost făcută
Să mă plimb printre frunze de mentă
Pe margini subțiri de pâraie
Curgând peste ierburi
Cu mirosuri străvechi;
Dacă nu mi-ar fi fost
Zidit între tâmple
Clopotul a cărui bătaie
Sparge pereții de os și inventă
Spaime legate-ntre ele prin rime perechi;
Dacă nu mi s-ar da mereu
Și mereu aceeași dovadă dementă",12
Ana Blandiana,Cu fața spre munți,1,"Dacă aș înceta să aud,
Lumea mi s-ar părea deodată ridicolă
Ca o emisiune căreia i s-a luat sunetul
La televizor?
Un Dumnezeu surd
Peste care apele se fac de lână și cad,
Iar norii se ciocnesc fără tunet
Ca niște ghemotoace de hârtie
În coșul de gunoaie al cerului
Ar da semnalul încetării de sens
Acestui univers ce nu există
Decât prin scrâșnetul produs.",12
Ana Blandiana,Minunea,3,"În ea încap
Și fructele și rădăcinile,
Și fluturii și albinele,
Și răul și binele
Din cer și de pe pământ,
Și chiar și eu,
Nevrednica,
Nealungată
Niciodată
Din raiul
Pe care-am încercat
Să-l pângăresc",12
Ana Blandiana,Moarte în lumină,1,"Tu știi
Câte aluviuni
Lasă în mine apa curgătoare a zilei
Și ce eroică beznă îmi trebuie
Să mă curăț de ele
Și cum,
Atunci când ochii mei abia au uitat
Forma străină a corpurilor
Și nici o rază
Nu le mai tulbură adânca vedere,
Urechile înspăimântate
Încep să distingă",12
Ana Blandiana,Cuplu,5,"Orice pas este o luptă pe viață și pe moarte.
Suntem egali?
Vom muri deodată sau unul va purta,
Încă o vreme,
Cadavrul celuilalt lipit de el
Și molipsindu-l lent, prea lent, cu moarte?
Sau poate nici nu va muri întreg
Și va purta-n eternitate
Povara dulce-a celuilalt,
Atrofiată de vecie,
Cât o cocoașă,
Cât un neg...",12
Ana Blandiana,Morfologie,2,"Singura din limbi pe care
O murmur în somn și-n gând,
Răscolită declinare
Între leagăn și mormânt;
Cea pe care o-nțelege
Marea și-o vorbesc și munții -
Dulce, nenvățată lege,
Adjective și conjuncții,
Interjecțiile fierbinți,
Gândul care vrea să fie,
Dor de-o lume cu părinți
Și cu o copilărie.",12
Ana Blandiana,O jumătate de lună,4,"Ochiul meu rece
Acoperă-l, îngere,
Cu o pleoapă
În stare să sângere
Peste prealimpede-
Le înțeles
Minte-mă blând
Și du-mă-n eres,
Dă-mi jumătatea
De lună-n neștire,
Dar fă-mă să uit,
Înger subțire.",12
Ana Blandiana,Măsură,1,"Maibinele și mairăul
Nu există.
Ele sunt doar fantasme,
Visuri fără măsură
Ale binelui și ale răului,
Promisiuni
Menite să amâne clipa
Înspăimântătoare
În care am putea descoperi
Că nici binele, nici răul
Nu există,
Ci sunt numai fantasme,",12
Ana Blandiana,Pahar cu margarete,1,"Pahar cu margarete de câmp
Pe-o masă albă
La care scriu
Mai liberă decât sunt;
În jur
Miros de fân
Corupător spre somnul
Din care poate va picura
Un cuvânt;
Cer dulce în amurg,
Asemeni cirezilor
Care se întorceau odinioară;",12
Ana Blandiana,Orga de gheață,2,"Nu reușesc să disting
Nici un sunet,
Dar știu,
Sunt convinsă,
Că nu se poate
Să nu se audă nimic,
Iar acest instrument
Perfect
Și atât de repede pieritor
Să fi fost inventat
Numai
Pentru cine știe ce",12
Ana Blandiana,"Oh, trupul tău",2,"Te chem,
Dar violent ca dintr-o rană
Cerneala izvorăște între noi.
Mă mai cunoști, mă mai aștepți,
Mă mai îngădui înapoi,
Mă mai primești
Din vânătul noroi?
Mai vii
Peste câmpii albastre,
Mări pustii,
Înlăcrimat și mut
Ca să îți pot întinde",12
Ana Blandiana,Încununată cu flori de mac,1,"Încununată cu flori de mac
Aproape descompuse,
Culese pe frig dimineața,
Când roua se face brumă
Și dacă umbli prin iarbă
Strivești sub tălpi cadavrele de greieri,
Încununată cu flori de mac,
Ciocnindu-mă de fluturi muribunzi,
Înaintez
Prin somnul numit de mine
Noiembrie,
Spre clipa incertă",12
Ana Blandiana,Încă un pas,2,"Nu mă laud,
Știu să mor cum puțini oameni știu -
Mă învelesc întâi în tăcere,
Apoi în pustiu
Și pornesc astfel încet, un pas,
Încă un pas, și încă un pas,
Până nu se mai vede din mine
Decât un glas
Așezat somptuos
În al cărții sicriu,
Nu mă laud,
Credeți-mă, știu să mor",12
Ana Blandiana,În cădere,1,"Întâi îmi arunc
Unul câte unul
Cuvintele,
Savant picurate,
Împerechiindu-se
În cădere;
Apoi anii,
Unul câte unul,
Egal depărtați între ei,
Cu știința subtilă-a gradării;
Mă precipit apoi
Și ca-ntr-un naufragiu arunc",12
Ana Blandiana,Într-o nucă,2,"Voi fi atât de liberă
Că-mi va fi frig
Și cine și ce
Mă va putea învăța?
Cine a fost vreodată-ntr-o nucă
Să-mi arate chiliile
Unde-aș putea să mă-ncui,
Când universul întreg
Nu-i decât o-ncăpere
Luminată slab de gutui?
Într-o nucă sunt patru odăi și e cald,
Și-n întunericul verde miroase dulce a miez,",12
Ana Blandiana,În locul,1,"În locul vuitoarelor mări
Legănate senzual de furtuni
Și umflate de lună,
Ascunzând în adâncuri de-a valma
Splendori și dezastre,
Eu am ales
Punând în balanță
Această picătură de rouă
În echilibru nesigur pe-o frunză,
Unde încape soarele întreg
În lupa scurtă a privirii noastre.",11
Ana Blandiana,Eu nu cânt frunza,1,"Eu
Nu cânt frunza,
Cânt numai frageda moarte
Pe care-o ascunde,
Ca pe-o țară îmbătătoare
Și fără sfârșit
În care cine pătrunde
Uită să se mai întoarcă și moare,
Ca să poată merge mereu
Mai departe
Și mai fericit.",11
Ana Blandiana,Exil,3,"Tu ești partea mea de pământ,
Numai din tine știu să mă înalț.
Stăpâne tu, împădurit
Și semănat cu lacuri,
Ținut pe care-l stăpâneam cândva
Și-n care nu mai pot să mă întorc
Din mine, din străinătatea mea
Lasă-mă noaptea să mă mai visezi,
Să-ți trec prin somn legănător,
Lasă-te locuit de mine noaptea,
Ca genii morți, de gândurile lor.",11
Ana Blandiana,E destul să adorm,2,"E destul să adorm,
Ca să simt
Miros aproape impudic de verde
De ierburi înalte care te cheamă s-adormi,
Somn în somn,
Lumină-n lumină pierzându-se,
În hămăiturile senzuale
Atotștiutoare ale câinilor,
La marginea genelor unde
Peisajul se face subțire
Și numai al tău...",11
Ana Blandiana,A lovi,2,"Și trebuie să-l împroșc
Pe cel mai de-aproape?
Aripa îmi sângeră
Și se despică
Între răzbunare
Și alibi:
Nu mi-e frică,
Dar mi
Se pare
Mai mare
Umilința de a lovi.",11
Ana Blandiana,Câmpia,1,"O, Doamne, dar eu?
Cumpănă a unei fântâni
Cu cât mai în cer
Cu atât mai adânc
Tensionată spre ape,
Privind de acolo câmpia
Arsă de secetă
Și fantomele dropiilor
De mult dispărute
Cum încremenesc cu gâtul întins
Și ascultă.",11
Ana Blandiana,Cât aș fi vrut,4,"Cât aș fi vrut.
N-am pierdut
Decât o clipă înaltă,
Destulă urii să ne împroaște
Cu moarte,
Să ne rostogolească tot mai departe
Deolaltă,
Singuri și-atât de bătrâni
Că nu ne-am putea recunoaște,
Chiar de ne-am mai întâlni
În viața cealaltă.",11
Ana Blandiana,Dacă,1,"Și dacă, în noaptea din jur,
Mi-aș da, cu un gest cunoscut,
Foc în piața cea mare
S-ar trezi cineva din somn
De prea multă lumină
Sau ar întreba cineva
De unde mirosul de fum?
O pace fierbinte-ntreruptă
Din când în când de asfaltul
Crăpând senzual sub puterea
Pumnului ierbii. Miroase",11
Ana Blandiana,Umilință,1,"Nu pot împiedica ziua să aibă douăzeci și patru de ore.
Pot doar spune:
Iartă-mă pentru durata zilei;
Nu pot împiedica zborul fluturilor din viermi,
Pot doar să te rog să mă ierți pentru viermi, pentru fluturi;
Iartă-mă că florile se fac fructe, și fructele sâmburi,
Și sâmburii pomi;
Iartă-mă că izvoarele se fac fluvii,
Și fluviile mări, și mările oceane;
Iartă-mă că iubirile se fac nou-născuți,
Și nou-născuții singurătăți, și singurătățile iubiri...",11
Ana Blandiana,Semantică,1,"Trebuie să recunosc că încă n-am reușit
Să descifrez limba greieră,
Deși de ani și ani mă pregătesc
În acest scop,
Am urmat prestigioasele universități
Ale lunii lui August,
Am scris studii savante
Despre stele și nopțile care le treieră
Și doctoratul mi l-am luat
În dialectul, oarecum înrudit,
Al frunzei de plop.",11
Ana Blandiana,Am fost învățată,1,"Am fost învățată că oceanul e foarte mare
Dar nu și ce-nseamnă foarte mare,
Mi s-a spus că deasupra noastră
Sunt stelele,
Dar nu și ce-nseamnă sunt,
Atenția cu care ochii orbi ai păsărilor
Ne privesc
O vom înțelege vreodată?
Vor ști vreodată greierii
De ce-i ascultăm fermecați
Când nu înțelegem ce spun?",11
Ana Blandiana,Am obosit,1,"Am obosit să mă nasc din Idee,
Am obosit să nu mor -
Mi-am ales o frunză,
Iată din ea mă voi naște,
După chipul și asemănarea ei, ușor
Seva răcoroasă o să mă pătrunză
Și nervurile îmi vor fi fragede moaște;
De la ea o să învăț să tremur, să cresc,
Și de durere să mă fac strălucitoare,
Apoi să mă desprind de pe ram
Ca un cuvânt de pe buze.",11
Ana Blandiana,Contratimp,2,"Ieri ce voiam să spun
Și mâine cum voi mai citi
Durerea mersului de-acum,
Când clipele obeze
Par ani și anii epoci
Nehotărâte și fără sfârșit?
Nici un răspuns nu se naște
Decât când nimeni nu mai are
Nevoie de el
Și întrebarea care-l aștepta
A murit.",11
Ana Blandiana,Acasă,1,"Era un timp când mă simțeam
În trupul meu acasă,
Știam locul fiecărui lucru -
Fereastra în care răsare soarele
Și peretele dinspre nord,
Nu-mi era niciodată urât,
Îmi găseam de dimineața
Până seara de lucru,
Iar dacă plecam undeva
Abia așteptam să mă-ntorc.",10
Ana Blandiana,Baladă,3,"Litere-sâmburi,
Crânguri-silabe,
Cuvinte-anotimpuri
Ochiu-i încape,
Dar în zadar -
În lacrima lui
Numai albinele
Știu să se-adape,
Numai fluturii
Pot să se-ngroape.",10
Ana Blandiana,Umbrei mele i-e frică,1,"Umbrei mele i-e frică
De umbrele arborilor
Mai mult decât
Mi-e frică mie de arbori -
Arborii nu îndrăznesc
Să m-atace,
Dar în spatele meu
Se-aude mereu
O-ncăierare sălbatecă
De umbre.",10
Ana Blandiana,Cine dintre noi,2,"Odinioară
Știam cum arăți,
Erai
Nespus de înalt și de subțire,
Știam de unde-ncepi
Și unde mă sfârșesc,
Îți găseam ușor
Buzele, gâtul,
Clavicula dulce,
Umărul copilăresc.",10
Ana Blandiana,Învață-mă să ard întunecat,3,"În lumina feroce
Ar fi atunci păduri și lanuri,
Crânguri, livezi, pajiști și codri de noapte.
O beznă tandră
În care am putea muri oricând am vrea,
Un întuneric în care
N-am mai fi frumoși, nici buni,
Ci doar singuri,
Și nemaitrebuind să privim,
Închizând ochii am putea vedea.",10
Ana Blandiana,Așteaptă să vină octombrie,1,"Așteaptă să vină octombrie,
Așteaptă să treacă
Tulburea fugă de moarte
Ascunsă în rut,
Neroada furie a creșterii
Și coacerea oarbă,
Așteaptă până creanga
Se leapădă de fructe
Și fiara își uită
Puiul crescut.",10
